Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad
híbrido,hembra,557.38,26,17,tricolor,sano,30
andino,macho,751.71,NA,19,marrón,sano,37
andino,macho,NA,23,NA,negro,NA,24
peruano,hembra,569.43,24,16,pintado,sano,42
andino,hembra,562.45,NA,16,blanco,sano,53
peruano,hembra,655.66,29,18,pintado,sano,33
peruano,macho,903.41,22,20,pintado,sano,22
peruano,hembra,NA,27,19,negro,NA,59
peruano,hembra,777.62,20,18,blanco,sano,62
andino,macho,828.78,NA,18,blanco,sano,20
peruano,hembra,727.64,NA,19,negro,sano,35
híbrido,macho,NA,NA,14,tricolor,NA,58
andino,macho,718.51,24,18,blanco,sano,16
peruano,macho,833.97,29,20,marrón,sano,46
andino,hembra,739.56,NA,17,negro,gordo,33
peruano,hembra,NA,NA,19,blanco,NA,26
peruano,macho,799.51,NA,NA,blanco,NA,10
peruano,hembra,663.14,NA,18,negro,sano,37
andino,hembra,573.6,23,16,marrón,sano,41
híbrido,hembra,831.24,NA,NA,blanco,NA,12
peruano,hembra,704.56,26,18,marrón,sano,50
peruano,macho,790.98,27,20,marrón,sano,31
andino,macho,727.6,25,18,rojizo,sano,56
peruano,macho,804.85,25,NA,marrón,NA,34
andino,hembra,NA,25,NA,tricolor,NA,29
peruano,macho,781.09,NA,20,marrón,sano,59
peruano,hembra,642.55,29,17,blanco,sano,50
andino,macho,647.85,26,17,blanco,sano,35
peruano,hembra,695.57,25,NA,blanco,NA,24
peruano,macho,808.95,NA,17,marrón,gordo,31
híbrido,macho,1273.78,16,26,tricolor,sano,63
abisinio,macho,616.36,25,15,gris,gordo,40
peruano,macho,756.8,24,21,blanco,sano,42
híbrido,hembra,829.6,34,17,blanco,gordo,48
peruano,macho,NA,26,21,pintado,NA,14
peruano,hembra,746.36,25,NA,negro,NA,45
americano,macho,1024.89,31,NA,gris,NA,50
andino,macho,897.14,28,17,tricolor,gordo,60
andino,macho,612.85,26,18,tricolor,sano,48
peruano,macho,634.65,NA,18,pintado,sano,62
peruano,macho,781.05,31,21,blanco,sano,43
peruano,macho,911.11,NA,21,blanco,sano,14
andino,macho,865.8,28,NA,negro,NA,29
híbrido,hembra,565.91,NA,20,tricolor,flaco,17
andino,hembra,773.69,19,16,blanco,gordo,33
andino,macho,788.62,26,NA,blanco,NA,23
híbrido,macho,1435.3,31,NA,tricolor,NA,12
híbrido,macho,1076.02,NA,15,blanco,obeso,57
peruano,macho,936.74,NA,20,negro,sano,16
peruano,macho,758.31,26,19,blanco,sano,43
andino,macho,615.97,29,19,blanco,sano,21
peruano,hembra,NA,30,NA,pintado,NA,46
andino,hembra,708.58,23,15,marrón,gordo,48
peruano,hembra,693.5,27,17,blanco,sano,27
peruano,macho,781.31,28,19,pintado,sano,62
americano,hembra,823.33,29,20,tricolor,sano,15
peruano,hembra,623.6,19,18,pintado,sano,13
andino,macho,968.69,NA,16,blanco,obeso,50
peruano,macho,871.76,NA,19,negro,sano,19
peruano,hembra,NA,24,20,blanco,NA,18
peruano,macho,871.15,NA,NA,marrón,NA,34
americano,hembra,677.7,26,NA,negro,NA,66
híbrido,hembra,803.71,35,17,tricolor,gordo,19
andino,macho,746.92,26,NA,negro,NA,41
peruano,macho,804.84,26,18,blanco,gordo,55
híbrido,macho,822.73,15,20,tricolor,sano,52
peruano,macho,867.99,27,20,blanco,sano,41
peruano,macho,633.04,25,19,blanco,sano,56
peruano,hembra,811.49,NA,17,negro,gordo,16
peruano,hembra,699.05,NA,18,marrón,sano,62
peruano,hembra,732.23,25,15,negro,gordo,17
peruano,hembra,621.51,NA,18,negro,sano,51
peruano,macho,746.38,26,21,marrón,sano,16
peruano,hembra,737.66,27,18,marrón,sano,44
peruano,macho,NA,26,NA,blanco,NA,41
peruano,hembra,665.19,NA,19,blanco,sano,28
peruano,macho,979,NA,20,blanco,gordo,59
híbrido,macho,854.68,31,21,pintado,sano,33
americano,macho,1005.56,24,21,negro,sano,17
andino,macho,628.56,22,18,blanco,sano,48
peruano,hembra,759.07,27,NA,marrón,NA,20
americano,hembra,778.58,24,20,marrón,sano,46
peruano,hembra,856.82,24,18,negro,gordo,22
peruano,macho,NA,27,19,marrón,NA,42
peruano,macho,738.53,24,NA,blanco,NA,58
abisinio,macho,584.74,NA,16,pintado,sano,18
peruano,macho,NA,28,19,marrón,NA,29
abisinio,macho,670.31,22,17,negro,sano,57
peruano,macho,893.71,25,21,negro,sano,46
peruano,macho,NA,29,19,marrón,NA,34
peruano,macho,672.58,28,NA,negro,NA,48
híbrido,macho,1666.84,NA,NA,tricolor,NA,29
peruano,hembra,698.98,27,18,pintado,sano,16
andino,macho,813.85,31,18,negro,sano,35
peruano,macho,807.74,NA,19,blanco,sano,44
peruano,macho,818.47,NA,19,marrón,sano,11
andino,hembra,658.27,NA,16,blanco,gordo,43
andino,macho,869.63,NA,19,negro,sano,54
peruano,macho,808.78,30,20,marrón,sano,60
andino,macho,NA,28,17,negro,NA,64
andino,macho,938.79,25,17,marrón,gordo,44
peruano,macho,998.21,27,20,negro,sano,26
peruano,macho,967.51,29,17,marrón,gordo,49
peruano,macho,NA,30,NA,negro,NA,38
andino,hembra,776,24,NA,negro,NA,64
andino,hembra,684.73,30,16,tricolor,gordo,NA
abisinio,macho,587.58,25,17,marrón oscuro,sano,51
peruano,hembra,506.8,25,18,blanco,sano,58
peruano,hembra,NA,29,18,negro,NA,29
abisinio,macho,549.04,29,15,negro,sano,52
peruano,hembra,703.29,NA,19,blanco,sano,49
andino,macho,729.21,NA,17,negro,sano,22
andino,hembra,706.18,23,15,negro,gordo,17
híbrido,macho,1322.45,23,26,pintado,sano,33
andino,hembra,610.98,NA,17,blanco,sano,44
andino,macho,913.06,29,NA,marrón,NA,38
peruano,macho,859.62,NA,20,marrón,sano,37
peruano,hembra,697.45,26,20,negro,sano,56
andino,macho,599.14,22,20,blanco,sano,45
peruano,hembra,810.3,26,17,pintado,gordo,21
andino,macho,NA,26,18,marrón,NA,33
andino,macho,790.52,27,NA,blanco,NA,54
híbrido,hembra,898.78,31,22,tricolor,sano,18
peruano,macho,799.98,21,NA,negro,NA,NA
peruano,macho,631.17,NA,19,marrón,sano,61
peruano,macho,NA,31,NA,pintado,NA,23
peruano,macho,813.96,28,22,negro,sano,55
peruano,macho,852.87,31,20,marrón,sano,19
peruano,macho,776.66,30,20,marrón,sano,22
andino,macho,968.22,28,18,blanco,gordo,56
peruano,hembra,861.35,25,16,pintado,gordo,36
peruano,macho,705.5,23,NA,blanco,NA,15
peruano,hembra,881.28,25,NA,marrón,NA,38
andino,hembra,721.59,NA,15,marrón,gordo,41
peruano,macho,NA,29,19,blanco,NA,52
andino,macho,987.48,26,17,tricolor,gordo,38
peruano,hembra,732.89,24,18,pintado,sano,20
peruano,macho,763.63,23,NA,marrón,NA,39
peruano,macho,706.59,NA,NA,marrón,NA,32
andino,macho,768.77,NA,18,negro,sano,24
peruano,hembra,782.38,26,20,negro,sano,20
peruano,hembra,NA,26,18,pintado,NA,57
híbrido,hembra,NA,NA,15,tricolor,NA,55
andino,hembra,689.38,NA,NA,blanco,NA,34
peruano,macho,954.22,34,21,blanco,sano,30
peruano,hembra,741.36,30,NA,blanco,NA,41
abisinio,macho,514.1,NA,NA,gris,NA,41
híbrido,hembra,664.77,NA,NA,tricolor,NA,59
peruano,macho,876.69,NA,18,negro,gordo,37
andino,hembra,576.32,22,16,marrón,sano,53
americano,hembra,654,24,21,gris,sano,41
peruano,macho,779.05,26,20,blanco,sano,36
híbrido,macho,1306.82,NA,22,pintado,gordo,34
peruano,macho,765.13,30,19,blanco,sano,31
abisinio,macho,NA,23,NA,pintado,NA,50
peruano,macho,736.87,30,20,negro,sano,38
híbrido,hembra,591.2,24,17,tricolor,sano,29
andino,hembra,NA,25,18,marrón,NA,13
peruano,macho,671.11,24,18,pintado,sano,47
peruano,hembra,NA,NA,NA,marrón,NA,31
abisinio,macho,669.33,26,18,marrón oscuro,sano,11
peruano,hembra,482.45,26,17,pintado,sano,45
peruano,hembra,906.7,26,19,blanco,sano,15
peruano,macho,1077.44,30,21,blanco,sano,20
peruano,hembra,760.98,30,17,blanco,gordo,12
híbrido,macho,840.95,31,21,tricolor,sano,23
peruano,macho,808.74,27,NA,blanco,NA,10
peruano,hembra,743.99,28,17,blanco,sano,17
peruano,macho,849.1,NA,21,marrón,sano,45
peruano,hembra,598.94,26,17,pintado,sano,52
andino,macho,779.32,24,17,marrón,gordo,45
peruano,hembra,NA,25,NA,blanco,NA,34
peruano,macho,869.69,NA,19,pintado,sano,55
peruano,hembra,850.3,24,18,marrón,gordo,19
andino,macho,648.69,29,NA,negro,NA,54
peruano,macho,813.26,22,21,pintado,sano,59
andino,hembra,NA,NA,15,rojizo,NA,45
peruano,hembra,725.69,21,18,negro,sano,30
peruano,hembra,716.77,27,17,blanco,gordo,23
abisinio,macho,505.59,NA,15,negro,sano,37
americano,macho,1087.11,33,24,tricolor,sano,31
híbrido,macho,1022.13,NA,21,tricolor,sano,37
peruano,hembra,720.42,NA,18,marrón,sano,34
abisinio,macho,604.39,21,16,negro,sano,41
peruano,hembra,611.9,24,17,marrón,sano,13
peruano,macho,793.01,31,20,marrón,sano,46
andino,macho,745.13,26,18,rojizo,sano,25
peruano,macho,870.96,NA,21,marrón,sano,26
andino,macho,816.46,30,18,rojizo,gordo,52
peruano,macho,NA,25,NA,marrón,NA,39
americano,macho,1226.78,NA,23,blanco,sano,35
híbrido,hembra,958.53,25,25,tricolor,sano,54
peruano,hembra,741.36,29,17,marrón,sano,15
americano,macho,958.63,28,21,marrón,sano,55
peruano,macho,NA,27,20,blanco,NA,18
peruano,macho,801.99,30,20,marrón,sano,41
peruano,macho,806.36,NA,19,pintado,sano,35
peruano,macho,NA,29,NA,pintado,NA,20
peruano,hembra,674.77,21,20,blanco,sano,17
peruano,hembra,576.78,22,18,blanco,sano,27
peruano,macho,738.8,25,21,blanco,sano,25
peruano,hembra,661.42,25,19,blanco,sano,35
peruano,hembra,NA,NA,NA,pintado,NA,48
americano,hembra,677.03,NA,NA,negro,NA,47
andino,macho,615.02,24,18,negro,sano,46
peruano,hembra,NA,25,NA,pintado,NA,14
peruano,hembra,762.95,25,NA,marrón,NA,26
andino,hembra,795.34,21,18,blanco,sano,61
andino,hembra,815.08,24,16,negro,gordo,60
americano,macho,726.03,27,20,blanco,sano,37
peruano,hembra,652.29,23,19,blanco,sano,15
peruano,macho,849.39,31,NA,pintado,NA,17
abisinio,hembra,487.64,22,16,pintado,sano,32
peruano,macho,789.68,NA,20,blanco,sano,52
peruano,hembra,NA,NA,19,blanco,NA,48
andino,hembra,662.59,23,NA,rojizo,NA,34
peruano,macho,824.17,NA,19,blanco,sano,65
peruano,macho,709.57,NA,20,negro,sano,39
andino,macho,671.19,26,16,marrón,gordo,34
americano,hembra,836.83,NA,21,marrón,sano,35
peruano,macho,859.21,22,18,negro,gordo,51
andino,macho,841.37,29,NA,negro,NA,42
peruano,hembra,751.84,NA,19,pintado,sano,50
peruano,hembra,711.73,NA,17,blanco,gordo,13
andino,macho,963.28,23,18,blanco,gordo,32
andino,hembra,748,24,15,blanco,gordo,44
andino,hembra,632.37,23,16,marrón,sano,32
andino,macho,748.05,28,19,blanco,sano,44
peruano,macho,737.49,26,20,marrón,sano,56
peruano,hembra,755.85,27,17,blanco,gordo,28
peruano,hembra,585.78,23,NA,blanco,NA,56
peruano,macho,799.4,30,NA,blanco,NA,66
abisinio,macho,611.82,27,18,negro,sano,51
andino,macho,820,26,NA,blanco,NA,52
americano,hembra,728.29,25,NA,blanco,NA,57
híbrido,hembra,1395.28,35,23,tricolor,gordo,42
andino,macho,760.35,27,NA,blanco,NA,54
peruano,macho,736.87,NA,21,marrón,sano,48
peruano,hembra,690.13,NA,20,blanco,sano,48
peruano,macho,952.14,25,19,negro,gordo,50
peruano,macho,NA,30,21,blanco,NA,55
peruano,macho,804.94,29,20,marrón,sano,35
andino,macho,901.13,25,18,blanco,gordo,39
andino,hembra,619.14,NA,16,rojizo,sano,12
andino,hembra,698,21,17,blanco,sano,37
híbrido,macho,778.93,14,26,pintado,flaco,59
andino,macho,824.04,26,18,tricolor,gordo,39
peruano,hembra,NA,30,15,marrón,NA,37
andino,macho,627.3,27,16,blanco,sano,37
andino,macho,861.88,24,NA,negro,NA,61
peruano,macho,NA,26,19,pintado,NA,32
peruano,macho,778.58,24,20,marrón,sano,51
peruano,macho,717.83,25,21,blanco,sano,42
híbrido,hembra,787.75,30,NA,tricolor,NA,35
andino,macho,NA,27,18,blanco,NA,21
peruano,macho,NA,28,19,blanco,NA,41
andino,macho,845.93,20,NA,negro,NA,28
andino,macho,886.8,24,19,blanco,sano,60
peruano,hembra,753.01,26,NA,blanco,NA,49
peruano,macho,829.68,32,21,negro,sano,31
peruano,hembra,780.66,22,NA,blanco,NA,64
peruano,hembra,884.32,32,18,negro,gordo,40
peruano,macho,855.68,NA,18,pintado,gordo,28
peruano,macho,760.32,NA,20,negro,sano,39
andino,macho,NA,29,18,blanco,NA,15
peruano,macho,941.61,26,NA,negro,NA,51
peruano,macho,815.63,30,19,marrón,sano,36
andino,macho,873.03,28,NA,blanco,NA,55
peruano,macho,806.11,28,21,pintado,sano,56
peruano,hembra,675.74,NA,17,negro,sano,40
peruano,macho,731.48,22,NA,blanco,NA,29
peruano,macho,NA,24,19,negro,NA,51
peruano,hembra,524.13,22,NA,negro,NA,30
peruano,hembra,748.68,NA,19,negro,sano,55
híbrido,hembra,864.99,27,NA,blanco,NA,56
andino,macho,725.2,24,18,marrón,sano,40
peruano,hembra,NA,NA,16,pintado,NA,12
peruano,macho,723.54,23,NA,blanco,NA,18
rex,macho,645.35,29,17,negro,sano,56
peruano,hembra,751.27,NA,18,blanco,sano,34
peruano,macho,717.45,29,19,pintado,sano,32
peruano,macho,755.6,NA,19,pintado,sano,60
peruano,hembra,NA,25,NA,blanco,NA,57
peruano,macho,NA,28,NA,marrón,NA,30
andino,hembra,832.25,24,16,negro,gordo,56
peruano,macho,776.31,27,18,blanco,sano,57
peruano,hembra,756.87,NA,20,blanco,sano,36
andino,hembra,773.64,25,17,negro,gordo,48
peruano,macho,721.42,31,19,blanco,sano,64
andino,hembra,735.16,28,NA,tricolor,NA,48
peruano,hembra,582.15,27,19,marrón,sano,15
peruano,hembra,459.98,NA,NA,blanco,NA,31
andino,macho,888.23,25,18,blanco,gordo,28
peruano,macho,NA,27,20,blanco,NA,59
peruano,hembra,679.13,28,20,negro,sano,21
andino,macho,954.29,22,19,blanco,gordo,24
abisinio,macho,724.58,24,15,gris,gordo,21
andino,macho,753.79,32,17,blanco,sano,36
andino,macho,745.54,25,17,negro,sano,58
híbrido,hembra,459.86,13,21,tricolor,flaco,16
andino,hembra,835.32,25,NA,blanco,NA,34
híbrido,hembra,NA,16,20,tricolor,NA,51
peruano,macho,779.77,24,21,blanco,sano,27
peruano,hembra,847.15,26,20,negro,sano,52
andino,macho,886.35,NA,20,tricolor,sano,63
andino,macho,757.43,NA,NA,blanco,NA,27
andino,macho,599.2,22,17,blanco,sano,44
híbrido,macho,1507.1,26,NA,tricolor,NA,15
peruano,macho,694.32,27,19,pintado,sano,59
andino,macho,859.36,25,NA,marrón,NA,36
peruano,hembra,659.54,24,NA,blanco,NA,33
abisinio,hembra,538.98,NA,16,marrón oscuro,sano,56
andino,hembra,NA,26,NA,marrón,NA,53
peruano,macho,899.22,23,20,blanco,sano,36
americano,macho,841.3,NA,21,negro,sano,35
andino,macho,872.64,25,17,blanco,gordo,56
andino,macho,869.65,28,17,marrón,gordo,59
peruano,hembra,970.58,26,19,blanco,gordo,56
andino,hembra,NA,NA,17,negro,NA,23
abisinio,macho,NA,28,16,gris,NA,48
peruano,macho,NA,26,NA,blanco,NA,41
híbrido,hembra,726.51,33,NA,tricolor,NA,15
americano,macho,NA,34,19,negro,NA,42
andino,macho,724.94,27,19,rojizo,sano,43
andino,macho,679.54,32,18,blanco,sano,12
andino,hembra,672.89,24,16,blanco,gordo,30
andino,macho,843.2,22,19,marrón,sano,54
andino,hembra,630.63,25,18,tricolor,sano,20
peruano,macho,980.13,25,19,pintado,gordo,28
andino,hembra,656.2,25,15,blanco,gordo,20
andino,hembra,716,NA,15,blanco,gordo,58
peruano,hembra,764.01,25,19,negro,sano,42
peruano,macho,NA,25,NA,blanco,NA,37
americano,hembra,887.69,NA,NA,negro,NA,36
peruano,macho,774.56,29,20,negro,sano,60
americano,macho,862.22,NA,21,marrón,sano,37
peruano,hembra,515.32,22,NA,blanco,NA,36
peruano,macho,730.4,28,NA,marrón,NA,41
abisinio,macho,NA,24,NA,gris,NA,57
peruano,macho,775.25,22,21,blanco,sano,21
americano,macho,NA,32,20,blanco,NA,45
híbrido,hembra,1189.88,NA,NA,tricolor,NA,53
peruano,hembra,543.03,28,NA,pintado,NA,61
peruano,macho,939.91,29,NA,negro,NA,33
andino,macho,842.44,NA,NA,blanco,NA,59
peruano,hembra,770.38,28,21,negro,sano,31
híbrido,hembra,967.31,NA,15,tricolor,obeso,25
peruano,macho,NA,30,19,marrón,NA,54
peruano,macho,681.76,28,20,blanco,sano,37
peruano,macho,792.39,NA,19,blanco,sano,55
andino,hembra,NA,NA,16,marrón,NA,57
andino,macho,743.69,30,18,marrón,sano,53
abisinio,macho,589.2,21,NA,gris,NA,33
peruano,hembra,623.22,21,19,blanco,sano,43
abisinio,macho,663.69,NA,16,marrón oscuro,gordo,26
americano,macho,833.93,27,NA,marrón,NA,38
andino,macho,715.01,31,NA,tricolor,NA,31
peruano,hembra,NA,NA,18,blanco,NA,33
andino,hembra,NA,NA,18,tricolor,NA,29
híbrido,hembra,1193.51,27,19,tricolor,gordo,22
andino,macho,693.5,NA,NA,blanco,NA,17
peruano,hembra,652.57,NA,NA,blanco,NA,36
peruano,hembra,736.7,26,18,marrón,sano,56
andino,macho,819.07,26,NA,negro,NA,27
andino,macho,NA,21,NA,negro,NA,39
andino,macho,939.18,NA,19,marrón,gordo,42
peruano,hembra,736.76,31,18,blanco,sano,16
peruano,hembra,683.71,24,18,pintado,sano,33
peruano,macho,896.12,26,22,pintado,sano,42
peruano,macho,NA,29,NA,blanco,NA,60
peruano,macho,874.01,26,18,blanco,gordo,38
abisinio,macho,NA,26,16,negro,NA,56
abisinio,macho,557.3,24,16,negro,sano,33
peruano,hembra,662.09,21,NA,blanco,NA,31
peruano,hembra,730.78,25,19,blanco,sano,17
andino,macho,707.42,17,NA,rojizo,NA,25
peruano,hembra,NA,NA,19,marrón,NA,49
andino,hembra,771.25,24,NA,rojizo,NA,62
andino,macho,886.82,NA,NA,negro,NA,46
americano,hembra,711.43,28,21,marrón,sano,42
americano,macho,628.67,NA,19,negro,sano,53
peruano,macho,872.77,25,NA,marrón,NA,45
peruano,hembra,646.62,23,18,marrón,sano,62
híbrido,hembra,690.36,18,NA,marrón,NA,24
híbrido,macho,997.88,31,18,pintado,gordo,30
peruano,macho,991.95,20,19,marrón,gordo,48
peruano,macho,NA,27,19,marrón,NA,26
peruano,hembra,673.63,28,NA,blanco,NA,31
híbrido,macho,1169.89,NA,17,tricolor,obeso,37
peruano,macho,812.55,28,19,marrón,sano,24
peruano,macho,NA,22,NA,negro,NA,48
peruano,macho,785.6,29,20,blanco,sano,51
andino,macho,802.39,34,17,tricolor,gordo,54
andino,macho,NA,27,17,tricolor,NA,38
andino,macho,836.96,29,NA,tricolor,NA,56
peruano,macho,1001.5,NA,21,marrón,sano,25
andino,macho,914.56,26,NA,negro,NA,23
híbrido,macho,1514.22,NA,NA,tricolor,NA,22
peruano,hembra,560.57,NA,17,pintado,sano,25
peruano,macho,769.42,25,NA,blanco,NA,62
andino,macho,957.15,29,15,negro,obeso,13
andino,macho,843.82,27,NA,blanco,NA,15
andino,hembra,NA,27,17,negro,NA,56
peruano,macho,1008.88,NA,21,negro,sano,12
peruano,macho,743.54,NA,19,blanco,sano,37
peruano,macho,735.72,27,20,blanco,sano,16
abisinio,macho,734.9,NA,NA,negro,NA,27
andino,macho,855.29,25,18,negro,gordo,60
peruano,hembra,740.76,23,18,marrón,sano,46
americano,macho,836.69,30,21,blanco,sano,18
abisinio,macho,411,24,16,marrón oscuro,sano,22
andino,macho,NA,NA,NA,negro,NA,61
peruano,hembra,730.02,30,19,marrón,sano,65
peruano,hembra,719.27,22,NA,negro,NA,46
abisinio,macho,707.13,22,16,negro,gordo,31
peruano,hembra,603.41,21,NA,negro,NA,14
andino,macho,839.96,26,NA,blanco,NA,22
peruano,hembra,812.99,20,18,negro,gordo,52
peruano,macho,800.81,28,20,pintado,sano,38
andino,hembra,787.51,23,17,marrón,gordo,37
peruano,hembra,810.99,NA,NA,blanco,NA,56
andino,macho,722.03,26,19,negro,sano,58
peruano,macho,640.87,33,18,blanco,sano,45
híbrido,hembra,923.47,37,13,tricolor,obeso,18
peruano,hembra,807.48,NA,17,pintado,gordo,13
peruano,hembra,568.84,23,17,blanco,sano,63
andino,macho,NA,26,18,tricolor,NA,23
andino,macho,658.75,NA,18,marrón,sano,20
andino,hembra,740.43,24,17,marrón,gordo,38
híbrido,macho,996.29,21,18,pintado,gordo,31
peruano,hembra,567.02,20,19,blanco,sano,57
andino,macho,769.19,25,20,negro,sano,30
peruano,hembra,698.07,26,NA,negro,NA,48
peruano,hembra,616.91,NA,16,marrón,sano,47
andino,macho,859.44,25,20,negro,sano,44
peruano,macho,784.99,24,NA,pintado,NA,33
híbrido,macho,696.27,NA,NA,tricolor,NA,26
peruano,macho,935.7,NA,19,blanco,gordo,51
andino,macho,NA,NA,19,marrón,NA,36
peruano,macho,NA,24,19,blanco,NA,38
andino,hembra,753.53,NA,16,blanco,gordo,58
peruano,macho,773.66,26,NA,negro,NA,33
peruano,macho,768.73,25,21,blanco,sano,52
peruano,macho,668.22,29,NA,marrón,NA,34
peruano,hembra,809.33,NA,NA,blanco,NA,54
peruano,macho,709.31,27,NA,marrón,NA,53
peruano,hembra,481.08,24,18,negro,flaco,32
andino,hembra,714.52,25,16,tricolor,gordo,51
peruano,macho,853.89,NA,NA,blanco,NA,21
andino,macho,674.28,20,18,negro,sano,57
abisinio,macho,472.12,22,17,marrón oscuro,sano,22
híbrido,hembra,1359.75,24,26,tricolor,sano,44
peruano,macho,769.87,29,NA,blanco,NA,11
andino,hembra,744.36,21,16,blanco,gordo,33
peruano,hembra,734.27,22,20,blanco,sano,44
peruano,macho,775.68,24,19,blanco,sano,56
peruano,macho,NA,29,20,blanco,NA,36
peruano,macho,NA,28,18,blanco,NA,17
abisinio,macho,718.92,25,17,marrón oscuro,sano,30
peruano,macho,912.32,31,20,negro,sano,54
peruano,hembra,796.18,24,17,marrón,gordo,23
peruano,hembra,767.08,24,NA,blanco,NA,21
peruano,hembra,772.27,NA,NA,blanco,NA,47
peruano,hembra,768.35,25,NA,blanco,NA,20
híbrido,macho,903.27,NA,25,pintado,flaco,49
andino,macho,769.73,23,19,marrón,sano,50
abisinio,macho,520.22,21,NA,marrón oscuro,NA,34
peruano,hembra,809.81,23,18,blanco,gordo,56
andino,macho,NA,27,19,blanco,NA,55
peruano,hembra,NA,NA,18,marrón,NA,46
peruano,macho,742.24,27,20,marrón,sano,18
peruano,macho,NA,25,20,blanco,NA,45
peruano,macho,800.82,27,19,blanco,sano,39
peruano,hembra,NA,NA,17,blanco,NA,36
rex,hembra,577.49,25,NA,blanco,NA,57
andino,hembra,626.12,20,16,rojizo,sano,57
peruano,hembra,NA,22,18,blanco,NA,28
abisinio,macho,586.85,29,NA,gris,NA,35
andino,macho,883.39,27,NA,blanco,NA,19
peruano,macho,857.45,NA,19,blanco,sano,59
peruano,macho,847.03,NA,19,blanco,sano,22
andino,macho,871.44,NA,NA,negro,NA,18
peruano,hembra,752.97,25,NA,blanco,NA,46
peruano,macho,862.16,25,21,pintado,sano,58
abisinio,macho,664,NA,16,negro,sano,23
peruano,macho,927,29,19,marrón,gordo,59
andino,hembra,751.27,NA,NA,blanco,NA,58
abisinio,macho,NA,24,16,pintado,NA,16
peruano,hembra,584.29,NA,17,blanco,sano,60
americano,macho,NA,35,20,negro,NA,49
peruano,macho,718.95,25,19,negro,sano,36
andino,macho,678.74,27,19,negro,sano,34
andino,macho,743.11,24,NA,tricolor,NA,63
peruano,macho,821.02,30,21,negro,sano,31
peruano,macho,972.31,NA,NA,marrón,NA,62
peruano,macho,735.1,26,21,blanco,sano,16
peruano,macho,902.05,27,NA,negro,NA,52
andino,macho,NA,25,19,blanco,NA,35
andino,macho,965.22,NA,19,negro,gordo,49
abisinio,macho,675.74,21,16,negro,gordo,18
peruano,macho,896.41,29,22,marrón,sano,39
peruano,hembra,649.89,NA,18,marrón,sano,61
peruano,macho,1002.58,30,22,negro,sano,21
americano,macho,1085.16,NA,NA,marrón,NA,12
peruano,macho,777.85,NA,20,negro,sano,56
híbrido,macho,630.8,30,19,blanco,sano,25
peruano,macho,601.07,25,20,blanco,sano,38
peruano,macho,NA,28,18,blanco,NA,39
peruano,macho,695.93,25,19,pintado,sano,55
peruano,hembra,764.8,26,18,marrón,sano,13
andino,macho,810.69,25,NA,marrón,NA,56
híbrido,macho,NA,29,14,pintado,NA,37
andino,hembra,674.5,23,16,marrón,gordo,14
híbrido,macho,1056.45,NA,17,marrón,obeso,46
peruano,macho,960.43,26,20,negro,sano,46
híbrido,hembra,717.4,14,22,tricolor,sano,39
peruano,macho,NA,NA,NA,pintado,NA,45
peruano,macho,986.96,25,17,pintado,gordo,59
andino,macho,500.35,25,17,negro,sano,37
andino,macho,716.19,NA,18,negro,sano,17
andino,macho,680.92,20,NA,blanco,NA,29
peruano,macho,786.93,34,NA,pintado,NA,37
peruano,macho,817.98,23,21,negro,sano,41
andino,macho,978.64,25,NA,negro,NA,22
peruano,macho,918.69,28,NA,negro,NA,32
peruano,macho,841.26,29,21,marrón,sano,28
andino,hembra,606.27,NA,NA,blanco,NA,17
peruano,macho,794.28,32,18,pintado,sano,14
peruano,hembra,616.73,25,18,marrón,sano,33
peruano,macho,782.54,NA,20,negro,sano,45
peruano,macho,NA,26,19,blanco,NA,65
americano,hembra,803.79,31,NA,marrón,NA,24
peruano,hembra,NA,23,18,negro,NA,11
peruano,macho,733.96,26,19,negro,sano,20
peruano,hembra,881.56,26,NA,pintado,NA,41
andino,hembra,696.49,28,17,blanco,gordo,43
peruano,hembra,NA,26,17,negro,NA,29
peruano,macho,NA,32,18,blanco,NA,59
andino,macho,776.75,25,18,blanco,sano,31
peruano,hembra,596.31,NA,18,blanco,sano,NA
híbrido,macho,1145.67,26,27,tricolor,sano,36
andino,macho,732.61,25,NA,negro,NA,44
peruano,macho,996.25,NA,20,blanco,sano,45
peruano,macho,NA,23,20,pintado,NA,58
abisinio,macho,NA,23,15,negro,NA,38
peruano,hembra,654.32,NA,19,marrón,sano,26
andino,macho,974.67,27,NA,marrón,NA,27
abisinio,macho,545.91,23,NA,marrón oscuro,NA,27
peruano,macho,944.71,31,NA,blanco,NA,44
andino,hembra,623.67,25,17,blanco,sano,29
peruano,macho,831.16,28,21,marrón,sano,60
peruano,macho,1103.37,NA,20,negro,gordo,33
peruano,macho,681.6,24,NA,marrón,NA,54
abisinio,macho,515.14,27,16,gris,sano,38
andino,hembra,663.1,22,NA,blanco,NA,46
americano,macho,1098.57,30,NA,tricolor,NA,35
peruano,macho,895.96,NA,20,marrón,sano,38
andino,hembra,756.05,NA,17,negro,gordo,55
peruano,macho,932.37,NA,19,negro,gordo,46
peruano,macho,NA,27,NA,blanco,NA,49
peruano,macho,806.41,35,19,blanco,sano,47
andino,hembra,601.02,23,15,blanco,gordo,31
andino,macho,827.57,26,19,tricolor,sano,62
peruano,macho,827.57,28,20,blanco,sano,25
híbrido,macho,966.84,18,27,tricolor,flaco,19
